dengar kata suami itu sang istri pun sesal,sedih
karena sangat marah dan kecewa raja perintah awal untuk beri hukum mati kepada anak sendiri,marah
ia sembunyi di dalam lemari,takut
dia kejut lihat ekor domba kecil tinggal dari kawan,terkejut
ia sangat gembira dan langsung masuk ikan sebut ke dalam keranjang ikan ia pun segera gegas pulang rumah dan bayang makan ikan yang lezat,senang
kemudian ketika abrahahh lewat kota taif hadap kepada beberapa orang tokoh tempat dan mereka tampak gemetar takut,takut
mananamakrdi sangat geram dengan cepat ia keluar dari sembunyi dan tangkap makhluk itu,marah
gadis itu menang mohon ampun kepada ibu,sedih
anteh yang takut usaha lari diri,takut
panglima wire tepuk pundak caadara ayah benar bangga pada kelak kau akan jadi panglima perang yang hebat,senang
tidak pernah ada duduk desa nyak yang berani pasuk hutan,takut
malin kundang sembunyi di ruang kecil yang tutup tumpu kayu,takut
mereka makin takut ketika lihat badan putri cara perlahan mulai tumbuh sisik seperti ular,takut
buaya kesal samar tahu ya aku akan makan kata buaya,marah
suatu hari pangeran aji lesmana marah pada ayah bunda ayah dan ibu jahat mengapa susah orang miskin,marah
jack takut dan putus untuk kerja,takut
jadi wanita tua bau dekil ini adalah ibu kamu malin,jijik
wedana dan para awal kaget sekali,terkejut
rakyat kecil itu makin sedih ketika dengar bahwa jampang telah dapat hukum mati di betawi,sedih
ekor induk pipit yang sedang beri makan kepada anak kejut,terkejut
la sedih sekali tahu burung kecil telah makan nenek,sedih
makin luka hati ibu dengar,sedih
ibu katak dengar suara yang buat takut,takut
tiga babi sebut sangat senang karena bebas dari serigala yang takut sebut,senang
betapa kejut mereka nyata kotak itu penuh isi uang emas perak dan hias yang sangat indah,terkejut
sang raja rasa gundah karena negeri tetangga sangat kuat,sedih
para tentara abrahah kembali dalam ada binasa di mana daging dari tubuh mereka cecer di jalan,jijik
hei jangan ganggu aku wajah yang keri buat takut seru,takut
ketika rubah itu rasa aman dia jalan dengan wajah lihat gembira,senang
suatu hari di buah raja hidup orang raja yang sangat senang dengan pakai baju baru,senang
putri endahwarni turun dari kereta dan langsung menang peluk anteh,sedih
makin jauh tubuh ibu mereka makin kerns tangis empat anak itu,sedih
istri marah sekali atas bodoh suami,marah
tiba putri yang cantik seret ke dalam lumpur,terkejut
nenek sangat marah dengar aku si burung pipit,marah
bagi tonton yang jago ayam jago cindelaras sorak sorai gembira,senang
haha dasar cinderella bodoh kau tinggal di rumah lama kami pergi sih semua ruang cuci piring dan baju dan kamu sangat jelek,jijik
hu hu tak orang pun suka bintang benar matahari lebih hebat dari bulan menang sedih,sedih
putri muda kemudian lari jauh dari dan sembunyi di dalam hutan yang tidak jauh dari rumah agar tidak dapat pukul lagi,takut
takut kepada allah swt tidak akan muncul kecuali dasar ilmu,takut
timbul dendam di hati pada anteh,marah
saya menang karena bola emas saya gelincir dan jatuh dalam sumur,sedih
hasil panen selalu limpah ruah mereka tidak pernah hidup kurang,senang
tuhan lebih baik kau hukum aku hilang aku dari dunia ini aku tidak sanggup temu dua orang tua lagi ratap putri,sedih
semua binatang di situ kesal sekaligus geli lihat tingkah ulat bulu,senang
oleh karena itu maka si ayah jadi sangat marah ketika lihat nasi yang beri kepada adalah sisa,marah
mereka pura tuju walaupun dalam hati mereka marah dan mulai cari akal bagaimana rebut tahta dari purbasari,marah
caadara dengan senang hati penuh minta duduk desa itu malam itu mereka pesta namun tetap waspada,senang
hai perempuan jelek jangan naik ke kapal ini pergi dari sini usir orang anak buah kapal si lancang,jijik
gagak marah dengar ejek rubah la keluar suara keras kaak,marah
kakek senang sekali bisa temu suzume,senang
dia tepesona dengar suara yang begitu merdu,senang
aku orang itu karena telah jahit mayat yang potong,jijik
towjatuwa bahagia sekali ia peluk istri dan gendong bayi dengan mesra tak lupa ia terima kasih pada watuwe,senang
telah dua duduk di atas batu kuyung mereka pun dendang lagu sedih,sedih
raja sangat pesona lihat indah rumah jhi ge phu dan putus untuk singgah,senang
ibu kandung cis bukan ia bukan ibu ia hanya orang emis tua renta yang aku aku bagai anak karena tahu aku ini orang yang kaya raya,jijik
rakyat pun hidup damai di bawah pimpin raja yang bijaksana,senang
tanpa sadar salah satu baju ibu hanyut bawa arus sungai,terkejut
dengan hati senang pak inda lalu kembali ke rumah,senang
dengar rayu sang anjing yang begitu buat senang sang burung bangau sang burung bangau kini lupa akan rasa curiga dan ikan besar yang pegang oleh mulut,senang
ia menang dan jerit tapi tak orang pun dengar,sedih
saat ia hendak bangun singa itu telah ada di depan androcles tutup wajah takut,takut
upacara nikah safia dan pangeran lama hari malan akhir safia dan suami hidup bahagia lama,senang
jampang sedih lalu dia tanya di mana si abdih,sedih
mereka percaya siapa pun juga yang nekat pasuk hutan itu akan akhir dengan mati karena mangsa makhluk gaib yang seram itu,takut
ia langsung kejut karena di dalam isi intan permata dan berlian sangat banyak,terkejut
tikus jantan yang takut paksa turut aja tulap si raksasa,takut
dalam hitung detik ketika bentuk laut lumpur yang didih raksasa jebak di dalam ia tenggelam dalam lumpur panas itu dan akhir mati,terkejut
ayah putri rosebud dan para besar istana tertawa lihat hidung pangeran andre,senang
mereka tunggang langgang lari diri dan tidak berani muncul kembali,takut
monster kecil kejar monster yang lebih besar canda dengan riang,senang
tiba suri lari ke arah mereka tubuh penuh luka,terkejut
bulan rasa senang lalu kata kepada bintang lihat teman mereka kagum,senang
raja amat heran ketika lihat mista si jaga kuda sedang suap si hitam,terkejut
ratu cik sima tak kuasa tahan sesal dan sedih atas hilang putri,sedih
sambil menang anak itu lari pulang temu ibu di rumah,sedih
mereka tinggal di buah desa di dekat hutan mereka hidup bahagia,senang
dua anak itu benar gembira dapat diri mereka ada di tinggi yang buat dua dapat pandang daerah yang luas,senang
candra kirana tinggal istana dengan hati luka,sedih
oh tidak jawab tidak ada raksasa hanya kodok jelek,jijik
dengan hati sedih wanita tua itu pulang ke gubuk di panjang jalan dia menang,sedih
li hung terperajat namun ia sadar salah,terkejut
androcles takut sekali dengar suara binatang buas itu,takut
tambah bahwa guruminda tampak muram durja,sedih
tikus yang marah itu makin marah karena tikus yang sedang makan tidak saut atau ungkap patah kata dan bahkan dia kirau diri,marah
lihat anak yang beda ibu itik heran,terkejut
mang bongsu cengang ketika ular sebut ubah wujud jadi orang pemuda yang gagah dan tampan,terkejut
aku akan nama narrowa apakah kau tuju istri tanya towjatuwa sambil toleh pada istri dengan senyum istri angguk tuju,senang
sang istri dengan gembira larut dalam ramai di situ,senang
sihir marah dengar lelucon raja dan kutuk raja suatu saat kau akan punya anak yang hidung besar,marah
dan aku jatuh cinta pada aku ingin dia yang jadi istri,senang
kakak yang sangat jahat panggil cinderella yang arti gadis yang sangat kotor turut mereka itu adalah panggil yang cocok untuk cinderella,jijik
sejak saat itu obi kerbau marah sekali bila lihat kain merah,marah
sambil menang elonen pergi dari rumah,sedih
raksasa lagi hampir tangkap timun mas sangat takut,takut
orang tua akim yang tiba esok hari kejut dapat rumah mereka masih kunci dan anak mereka hilang entah mana,terkejut
namun alangkah kejut si nenek ketika sampai di rumah dia lihat bebagai hidang saji di meja makan,terkejut
raden budog bangun dan kejut karena di hadap diri orang gadis yang sangat cantik,terkejut
sementara sang putri sangat kesal karena telah dua kali ceplos,marah
mereka kemudian meni dan hidup bahagia,senang
aku akan hilang satu teman yang milik aku sedih sekali,sedih
ulat bulu takut dan jawab aku hanya ekor ulat bulu kok hehehe,takut
si raksasa amat peranjat dan usaha lari diri,terkejut
raja gajah pun pikir jika bulu sangat besar dan tajam seperti ini bagaimana dengan badan hati ketika jadi gelisah,takut
suatu hari dia tiba di pinggir laut saat dia sedang renung nasib dia kejut oleh suara rebut dan tangis orang gadis,terkejut
dengar kata putra itu sunan ambu kejut,terkejut
ayah tertawa sambil peluk manuella dengan penuh kasih sayang,senang
ini adalah sempat si nenek untuk lampias marah maka keluar caci dari mulut nenek,marah
munculah makhluk raksasa jaga sungai yang wujud kepiting raksasa nama yuyu kangkang,terkejut
tanpa pikir panjang towjatuwa segera ambil langkah ribu,takut
jika ia bisa jatuh badak dan hancur gajah aku pasti dengan mudah bunuh pikir kelinci,takut
putri bisu yang juga dengar cerita bulbul sangat kecewa karena mereka lupa peran jadgji,sedih
mereka bawa kain yang indah manuella sangat gembira,senang
tiba pintu rumah buka tampak mayangsari makin marah,marah
kaisar dan semua orang kagum oleh cerdas putra mahkota,terkejut
akhir ada binatang betina yang masuk perangkap kata setan sambil tertawa,senang
mbok sirni takut tubuh gigil ia ingin lari hindar dari terkam raksasa itu,takut
bujang kelana akan tantang pendekar katung untuk sabung ayam,marah
kepiting benar geram dengar cerita ayam ia tak rela sahabat laku seperti itu,marah
semangat tarung ayam jago cindelaras sangat besar,senang
raja dan permaisuri kejut lihat jadi itu,terkejut
bahkan duduk desa ada pesta untuk raya menang caadara,senang
istri alibaba sangat kejut lihat barang yang bawa alibaba,terkejut
sambil senyum gembira mata pancing dia lepas dari mulut ikan itu,senang
dalam waktu singkat mah bongsu jadi gadis kaya raya duduk sekitar rasa heran dengan kekayaaan mah bongsu,terkejut
dari kepala istri ia lihat asap yang muncul dan kemudian ikut dengan keluar ekor lipan warna putih,jijik
cinderella sangat semangat dengan undang pesta itu,senang
namun ia kejut saat buka bungkus sebut isi hanya sisa makan yang jijik,jijik
lihat anjing yang lari jauh ia rasa makin sedih karena anjing pun takut lihat,sedih
alibaba dan istri sangat kejut belum alibaba tanya,terkejut
bulan diam ia sangat kesal,marah
tiba muncul ekor ular yang sangat besar di tempat sang kakek mula ada,terkejut
saat padishah lihat wanita yang sangat cantik jelita itu dia langsung jatuh cinta dan tuju untuk nikah,senang
si bungsu menang sedu,sedih
dari tiap kata yang kamu ucap dari mulut akan keluar ekor ular atau ekor katak,jijik
alibaba bawa tubuh kasim ke tukang sepatu untuk jahit kembali seperti mula,jijik
ekor kodok yang julur kepala besar yang jelek keluar dari air,jijik
tarung tak elak senjata dua belah pihak saling adu suasana sungguh cekam,takut
ia amat kaget karena bukan ular dandaung yang baring di sisi lain orang muda tampan,terkejut
tigran renung nasib la takut tidak bisa jawab tanya sang monster,takut
singa dan beruang sangat sedih,sedih
lama semua binatang kumpul di depan sarang kelinci mereka semua takut,takut
tiba muncul orang kurcaci di hadap,terkejut
ibu menang tapi kemudian kata tuhan akan tolong nak mati dan hidup manusia ada di tangan tuhan,sedih
tonton sorak riang dan tepuk tangan dari semua tonton,senang
semua sambut gembira aja si pemuda,senang
isterinya kaget dengan pucat wajah beliau yang mulia dan gemetar tubuh,terkejut
tuan milik androcles kagum dengar cerita itu,senang
ibu jalan di belakang bawa keranjang belanja pakai sangat dekil layak bantu,jijik
putri sangat kejut lihat ada ayah ia lalu segera temu si sumpit untuk minta tolong,terkejut
tindak mereka dan pasuk yang tindak semena-mena buat rakyat sangat takut,takut
aduhh anjing nakal kau makan semua singkong rebus teriak si lebai kesal,marah
telah tunggu beberapa lama tiba pancing gerak asyik umpan kena teriak girang,senang
ayah dan ibu timun mas senang sekali lihat timun mas selamat,senang
pagi saat androcles bangun ia kaget lihat singa bawa bangkai rusa hasil buru,terkejut
aku sangat senang dan gembira,senang
dari jauh dia lihat sang angsa renang dengan senang dan sang cayman serang nya sambil selam,senang
anteh mundur dengan takut,takut
ketika paga tengah sibuk siap lahan garap di hutan angker warga desa kejut dengan ada berita heboh,terkejut
mata belalak ketika ia lihat kulomang telah nanti si situ,terkejut
baik kini waktu aku pulang kata anak muda itu la pun iangsung hilang,terkejut
kambing itu tidak lihat sesal dengan buat malah dia coba lepas diri dari pasak itu dengan tarik pasak itu,sedih
pak inda sangat gembira ketika metihat bubu sangat banyak ikan yang jebak di dalam bubu,senang
dengar tanya itu domia kejut,terkejut
rakyat hutan belantara sangat senang dengar kabar sebut hidup di dalam hutan belantara pun jadi kembali tentram seperti mula,senang
betapa peranjat ia ketika hasil ambil kain yang tak lain selendang itu,terkejut
abrahah pun dapat luka dan mereka keluar dari tempat itu dalam ada daging pisah satu satu,jijik
tani mulai takut hilang istri,takut
alangkah kejut ia ketika lihat ekor buaya yang sangat besar sedang pandang diri,terkejut
simpleton terima kasih dan laku apa yang kata manusia kerdil,senang
dia pun menang panjang jalan tumpah kesal dan jengkel,sedih
begitu terus ulang hingga dimun dan meterei jadi sangat jengkel serta marah,marah
dan rasa takut itu kini hinggap seluruh pasu,takut
duduk yang selenggara pesta rakyat lari dengan panik sambil jerit takut,takut
padishah jadi kejut tetapi karena tuju padishah sendiri bukan istana itu lain untuk pisah anak nelayan dengan wanita yang idam,terkejut
namun hati yang besar penuh dengan sedih yang lebih hebat dari sedih kakek ibrahim,sedih
permaisuri tidak henti menang lihat anak harus hidup orang diri di luar sana,sedih
dia mulai senandung dengan gembira,senang
raja senyum senang dan angguk,senang
ketika saudara tiri cinderella lihat pita dan manik lama mereka pada gaun cinderella mereka jadi marah,marah
tinggal para dayang yang masih menang keras kerumun ekor ular besar yang gelung di atas batu besar,sedih
ia ia tampak sedih sekali akan tinggal oleh anak satu,sedih
pada siang hari tiga anak tunggu sang induk kembali rumah namun yang di tunggu pun tidak datang,sedih
walaupun ia hidup gelimang harta tapi ia sangat kecewa pada anak yang malas dan bodoh,sedih
justru puter rauna yang sentak lalu menang mohon kepada ayah bunda,sedih
turut mereka hutan itu huni oleh hantu jin setan dan dedemit yang sangat seram,takut
karena gembira salampandai undang ikot rinding malam di rumah,senang
sang gabus tidak lepas gigit malah dia dengan kuat gigit leher sang kuntul hingga putus sambil kata kau coba tipu kami kini rasa akibat,marah
rusa kejut tengah mati ia heran bagaimana kulomang bisa dahulu,terkejut
tindak drakula yang bantai tentara turki ottoman buat sultan mehmed ii nyata perang kepada drakula,marah
kleting kuning nyata sedia,sedih
putri giling gandum sebut sangat kejut,terkejut
hanya diri saja yang selamat ketika para perompak itu tinggal kapal dagang itu seraya bawa seluruh isi kapal dagang yang mereka rampok,terkejut
aduhai alangkah cantik ia bahkan burung pun pesona pandang,senang
ia pun senyum senang lihat rumah,senang
pangeran dan puter rauna sangat bahagia,senang
si murid takut jika beelzebub tidak henti seluruh yorkshire akan tenggelam,takut
yang heran para rampok dan jarah itu langsung hilang telah laku aksi jahat mereka,terkejut
seluruh huni hutan sambut gembira,senang
duduk desa sukacita hadir acara itu,senang
cinderella sangat gembira saat lihat gaun ibu itu,senang
teman bilang wajah terlalu tampan dan tidak cocok jadi monster ia lalu menang sedu,sedih
raja dan ratu sangat sayang dua meski benar dua gadis itu milik status sosial yang beda,senang
sampai mereka di buah rumah yang cukup besar dan mewah ketika mereka masuk sang kucing desa kaget dengan makan di atas meja,terkejut
berita itu terima dengan gembira oleh banyak isi istana,senang
hou i sangat senang dapat pil sebut,senang
akim kejut ia mohon kepada mereka untuk bagi sedikit makan namun mereka tolak,terkejut
istri sangat marah dia tidak ingin tinggal di rumah kami yang lama karena rumah itu sudah hampir roboh,marah
para undang kejut dengar kutu sang sihir jahat itu,terkejut
sangkuriang jadi gusar puncak marah bendung yang ada di sanghyang tikoro jebol,marah
ia begitu takut bayang marah pangeran jika ia tahu mempelai tak cantik yang ia bayang,takut
raja badak sangat gelisah,takut
mereka segera peluk karena takut,takut
rusa yang lain ikut untuk beri semangat,senang
raja pun sedikit marah dan akhir ia putus untuk tidur dan tahan rasa lapar,marah
sang induk sangat senang lihat dua anak,senang
kera takut anak pipit itu terbang,takut
akibat fitnah itu prabu kertamarta murka kepada candra kirana hingga usir anak bungsu itu,marah
aku bisa lihat teriak girang,senang
apa yang saya lihat itu kata ibu dengan sangat kejut saya lihat mutiara dan permata keluar dari mulut bagaimana hal ini bisa jadi anak,terkejut
karena cemas lihat kondisi istri yang sakit itu towjatuwa gendong istri ke rumah tetangga yang biasa bantu orang lahir,sedih
la pun kembali jalan tugas bagai raja dengan asa tenang dan bahagia karena tidak ada lagi yang akan ganti,senang
tapi o bia mokara tolak tangis makin keras terus rengek minta telur ikan,sedih
raja dan ratu sedang naik pitam,marah
saya tida minta apa jawab saya senang bisa buat sesuatu untuk negara,senang
namun kapal itu tetap tak gerak raja jadi kecewa dan marah,marah
kalau begitu nama rumpelstilskin jawab ratu senyum,senang
banjir itu air mata si lancang yang sali buat karena durhaka kepada emaknya,sedih
seluruh duduk desa sambut gembira,senang
esok ia laksana nasihat nenek tua saat buru la pun dapat hasil buru yang banyak,senang
ia usaha lupa ulah si hitam yang tak mau ia suap namun hati tetap marah,marah
akhir mereka hidup damai dan bahagia lama,senang
dengan kuat tenaga ayam coba lepas diri kemudian ia lari kencang keluar dari hutan,takut
ibu pulang hore teriak o bia moloku sambut sang ibu sang ibu senyum lelah lihat tingkah anak,senang
si lelaki tua kian takut,takut
jhi ge phu pesona dengan pandang di depan,senang
akan tetapi ketika dia lihat air di tepi jadi keruh tiap itik itu selesai dia pun marah,marah
ratu pun sangat gelisah bagaimana cara agar ia dapat tahu nama kurcaci sebut,takut
tumenggung peranjat dan teriak semua jadi kacau,terkejut
putri muda kemudian cerita semua kisah dan anak raja sebut jadi tambah kagum akan baik hati dan sopan tutur kata putri muda,senang
bang tolong aku pendekar katung ingin nikah bawa aku pergi bang nanti aku akan cerita yang benar kata suri panik,takut
gembira karena rasa muat telah kurang sehingga beban yang bawa jadi lebih ringan sang keledai rasa sangat gembira ketika mereka lanjut jalan mereka,senang
para prajurit cina peranjat dapat serang hewan aneh itu,terkejut
saat lihat dengan jelas para awal sangat kejut karena tubuh putri pukes telah keras dan jadi batu,terkejut
dengan asa sangat sedih ia pun lanjut jalan,sedih
putri endahwarni rasa cemburu kecewa dan sakit hati,sedih
ibu sangat marah dasar bodoh baju sayang itu harga sangat mahal,marah
pemuda yang bawa gadis itu sangat marah dia keluar cambuk dan lecut ke arah jhi ge phu,marah
telah meni putri melati wangi dan pangeran tanduk rusa hidup bahagia sampai hari tua,senang
mananamakrdi nasib sangat tidak untung tubuh penuh kudis dan bau tak sedap,jijik
kenapa kau bawa makan sisa untuk ayah yang hari ini kerja tanya toba marah,marah
kepiting raksasa itu benar tidak mau seberang kleting kuning karena tubuh kleting kuning yang bau itu,jijik
dengar nyanyi sebut tiga anak sangat senang dan langsung buka pintu cepat kilat,senang
betapa kejut mbok sarni ketika sedang petik salah satu mentimun di hadap dapat bayi perempuan yang cantik,terkejut
dari asa iri itu kemudian lama lama kembang jadi asa benci,marah
jhi ge phu sangat sedih namun apa mau kata semua sudah surat takdir,sedih
tani kaget lihat istri ada dalam lubang perangkap,terkejut
akhir saudagar nikah anak dengan anak perempuan pandai besi sejak saat itu mereka hidup lebih bahagia,senang
sepah yang sembur putri aji bedarah putih ubah jadi ribu lipan besar,jijik
seluruh warga sambut menang itu dengan sangat gembira,senang
sang raja kejut dengar ratu kata demikian dan tanya bagaimana bisa,terkejut
raja sangat kecewa dan marah kemudian ia perintah para awa lnya untuk buang permaisuri ke hutan,marah
ayah akim yang masih dendam kepada tujuh gadis itu rencana untuk balas dendam,marah
lama ibu katak kesal dan marah,marah
bulu warna kuning emas dan dua mata lihat nyala seram karena seram sang istri pun lari jauh,takut
tiba ekor burung lintas di atas kepala ia sangat kejut dan langsung tengadah nyata burung itu patuk hidung,terkejut
nyata bau itu adalah tumpu daging hasil buru beberapa serigala,jijik
begitu kencang dan dahsyat angin badai itu hantam kapal besar lagi mewah milik malin kundang ketika itu hancur beranta,terkejut
putri aji bedarah putih sangat sedih dapat kuat dukung mampu diporakporandakan para prajurit cina,sedih
dengar tolak putri aji bedarah putih itu buat raja cina jadi amat murka,marah
istana yang penuh lembut hati dan bahagia,senang
tiba di desa kramuderu panglima wire sambut mereka dengan hangat,senang
burung unta sangat sayang anak,senang
mereka dua dansa dengan rasa bahagia pangeran kata kamu adalah wanita yang lama ini saya cari cinderella sangat bahagia dan lupa waktu,senang
ba baik apa syarat tanya mbok sirni ragu,takut
yuyu kangkang jerit minta tolong,takut
langit tabur bintang dan bulan yang sinar indah senang sekali rasa lihat indah malam dari tinggi,senang
raja sangat marah dan tidak mau aku kalah,marah
saat dia pulang ibu yang lihat datang dengan gembira sambut dan tanya,senang
makin hari mbok sirni makin sayang timun mas,senang
mak mah sering menang dan ratap diri,sedih
tigran gemetar takut,takut
sang mertua heran bagaimana tiga menantu bisa begitu cerdas,terkejut
ia rasa bangga saat teman caadara cerita hebat anak,senang
amarahnya makin tambah ketika anak aku bahwa dia yang makan bagi besar dari nasi itu,marah
lama itu suami telah bohong pada kecewa yang rasa ubah jadi marah,marah
si kakek lalu raih tongkat dan pukul tepat di kepala burung gagak ketika itu burung gagak ubah jadi asap dan hilang,terkejut
pemuda itu kagum akan jujur dua anak sebut,senang
suatu hari kabar yang sangat senang dengar oleh sang raja istri kini sedang kandung dan kemudian lahir,senang
darah segar alir dari kepala,jijik
mereka takut akan purbararang yang kenal kejam,takut
cik awang gelisah karena tidak mungkin ada musang yang janggut,takut
duduk sangat gembira karena hasil temu raja jambi yang sakti akhir kita punya orang raja yang sakti dan mampu pimpin negeri ini ujar salah satu duduk girang,senang
sejak saat itu pangeran andre dan putri rosebud hidup bahagia lama,senang
dia pun dapat hidup bahagia,senang
lelaki muda itu tegun lihat siapa yang datang,terkejut
bagaimana nabi musa lari takut maka muhammad bin abdillah pun segera tuju ke rumah dalam ada takut,takut
sejak saat itu burung gagak dan burung hantu selalu musuh,marah
sekal perahu itu terjang ombak wajah sang kera jadi pucat,takut
si bungkuk rasa bahagia sahabat dengan si buta,senang
lihat surat sebut raja badak sangat gelisah,takut
aku malu sekali itu sebab aku menang itik itu menang kembali seperti tadi,sedih
dengan takut yang luar biasa aki panyumpit gesa masuk hutan belantara,takut
ia hanya orang emis tua renta yang aku aku bagai anak karena tahu aku ini orang yang kaya raya,jijik
kera marah bukan main akal sehat hilang,marah
putri giling gandum langsung menang terseguk-seguk di dalam gudang yang isi tumpuk jerami,sedih
raja badak pun sedih pikir nasib rakyat,sedih
sekarang rantai sebut telah putus karena hati sangat bahagia lihat sang pangeran bebas dari kutu,senang
tiba rumah istri kasim menang jadi,sedih
ibu mereka yang jengkel langsung hardik minta makan pada ayah kalian itu,marah
tujuh gadis itu pulang dengan hati puas karena telah hasil jalan rencana,senang
la tidak mau aku ayah dan ibu yang renta dan miskin,jijik
purbasari keluar dari gubuk dengan gembira,senang
ular itu senang ketika lihat dua ekor tupai sedang kelah,senang
towjatuwa tegun kau bisa bicara apakah kau jenis buaya sakti tanya,terkejut
mula pikir fokus pada ada yatim sambil ia mulai perhati linang air mata ibu yang diam,sedih
dia sangat kejut lihat istana dan istri yang sangat cinta raib entah mana,terkejut
kalian ini sungguh terlalu mesti ayah tak perlu bawa apa untuk kalian bisa hanya ganggu saja kata puter kuning dengan marah,marah
akhir perang akhir dan semua binatang damai,senang
malin kundang yang kesal dan marah segera ajak istri naik ke kapal,marah
tani itu sangat kaget tetapi ia janji tidak bunuh ikan itu dalam kejap ikan itu ubah jadi orang putri yang cantik,terkejut
dia sangat cantik dan beri nama suzume kakek sangat sayang,senang
orang kaya tuan tanah serta jabat perintah jajah rasa gembira lihat jampang telab penjara,senang
namun babi sulung tetap tahan di dalam rumah dengan takut,takut
tapi putri dengan marah kata bahwa ia telah tipu dan ia hanya mau aku kalah jika shahzada bisa buat bicara banyak tiga kali,marah
ular besar itu toleh dan julur lidah dari dua mata alir air mata,sedih
la sumpah akan balas mati cormoran suatu hari aku akan balas mati cormoran begitu sumpah blunderbore,marah
tiba di rumah ia kejut dan jerit karena lihat suami telah ubah jadi ekor naga,terkejut
sudah barang tentu semua orang sambut dengan gembira berita besar itu,senang
ia pun duduk bawah pohon dan menang karena putus asa,sedih
sementara itu nyai jaya dan mang amat saat kembali ke rumah mereka kaget saat lihat tempat tinggal mereka sudah hancur orang,terkejut
tuhan pun murka kepada dua karena serakah mereka,marah
mereka sengaja minta kleting kuning kena pakai yang jelek dan kumal hingga kleting kuning tampak seperti bantu yang telah hilang waras,jijik
akhir putri rindu temu tambat hati baginda raja jungur dan permaisuri sangat gembira,senang
karena kejut dan heran alami ada yang aneh itu dia tinggal dapur dan masuk kamar,terkejut
dahulu kala ada orang wanita tua yang sangat gembira dan selalu penuh dengan sukacita walaupun hampir tidak milik apa dan dia sudah tua miskin dan tinggal sendiri,senang
pada saat itu tiba datang ibu peri,terkejut
kabar mati tiba sebar dan sangat milu hati orang yang dengar sehingga kabar itu sampai ke istri,sedih
kesal akhir puncak ketika si limbat lapor pada majikan bahwa daging sedia mereka di rumah sudah hilang curi orang,marah
namun mereka langsung usir itik abu agar segera pergi dari depan rumah sebut,jijik
ia sangat kejut tahu dua anak tidak ada rumah,terkejut
baik beri nama ia kemuning kata raja dengan senang,senang
oh akhir pulang juga si lancang seru emaknya dengan gembira,senang
ratus ekor binatang bisa itu serang ibu dan bawang merah,takut
mbok sirni amat takut ia tak mau lepas timun mas begitu saja untuk santap raksasa itu,takut
dengar kabar sebut raja dan permaisuri sangat bahagia,senang
suatu hari pulang dari cari makan burung unta dapat dua anak hilang entah ke mana la menang cari anak,sedih
telah itu perlahan-lahan tubuh malin kundang jadi kaku hingga akhir jadi batu,terkejut
dalam jalan itu si lelaki tua hampir injak ekor tikus jantan besar,jijik
aminah menang dua kali pertama ia menang untuk diri sendiri dan kali ini ia menang untuk anak yang tinggal mati ayah belum ia sempat lahir,sedih
